Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
337	400.000	0.033	400.002	0.261	3.194	2.655	1783029499.929
338	400.000	-0.040	399.999	0.115	4.472	2.655	1783029500.158
339	400.000	0.014	400.000	0.359	0.196	2.655	1783029500.405
340	400.000	0.020	400.000	0.432	0.119	2.655	1783029500.655
341	400.000	0.011	400.001	0.124	3.704	2.655	1783029500.926
342	400.000	-0.009	399.999	0.258	3.221	2.655	1783029501.147
343	400.000	-0.011	399.998	0.069	3.666	2.655	1783029501.399
344	400.000	-0.018	399.998	0.323	6.183	2.655	1783029501.674
345	400.000	0.020	400.000	0.400	6.153	2.655	1783029501.927
346	400.000	-0.008	400.000	0.158	3.429	2.655	1783029502.169
347	400.000	0.021	399.999	0.275	2.769	2.655	1783029502.411
348	400.000	0.005	400.000	0.027	4.125	2.655	1783029502.665
349	400.000	-0.036	400.002	0.228	6.215	2.655	1783029502.909
350	400.000	-0.008	400.000	0.320	6.038	2.655	1783029503.183
351	400.000	0.018	399.999	0.229	3.307	2.655	1783029503.408
352	400.000	0.003	400.003	0.262	3.126	2.655	1783029503.681
353	400.000	-0.029	400.000	0.053	4.127	2.655	1783029503.931
354	400.000	-0.014	400.001	0.327	6.180	2.655	1783029504.172
355	400.000	0.007	400.000	0.191	6.078	2.655	1783029504.420
356	400.000	-0.042	400.003	0.225	3.272	2.655	1783029504.671
357	400.000	0.002	399.998	0.272	3.150	2.655	1783029504.919
358	400.000	-0.011	400.001	0.068	2.659	2.655	1783029505.174
359	400.000	0.059	400.000	0.386	6.101	2.655	1783029505.435
360	400.000	0.008	400.002	0.257	6.173	2.655	1783029505.682
361	400.000	-0.030	400.001	0.181	3.011	2.655	1783029505.923
362	400.000	-0.010	400.002	0.327	3.477	2.655	1783029506.163
363	400.000	0.027	399.998	0.220	5.550	2.655	1783029506.416
364	400.000	0.007	399.997	0.307	5.589	2.655	1783029506.668
365	400.000	0.013	400.001	0.348	4.337	2.655	1783029506.888
366	400.000	-0.023	399.996	0.055	2.927	2.655	1783029507.190
367	400.000	0.007	400.001	0.703	3.806	2.655	1783029507.460
368	400.000	-0.046	399.998	0.102	4.997	2.655	1783029507.738
369	400.000	-0.037	399.998	0.444	0.034	2.655	1783029507.958
370	400.000	-0.009	399.999	0.206	6.149	2.655	1783029508.224
371	400.000	-0.022	399.999	0.218	3.217	2.655	1783029508.466
